Series Name,"Country Name","Time","Value"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Sólo AIF","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1990","91.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1991","92"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1992","92.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1993","92.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1994","92.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1995","92"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1996","91.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1997","91.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1998","91.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","1999","91.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2000","91.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2001","91.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2002","91.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2003","91.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2004","90.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2005","89.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2006","89.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2007","88.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2008","87.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2009","87.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2010","86.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2011","86.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2012","85.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2013","85.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2014","84.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2015","84.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2016","83.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2017","82.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2018","81.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"total de la AIF","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"avanzada del dividendo demográfico","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1990","49.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1991","49.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1992","49.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1993","49.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1994","47.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1995","47.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1996","48.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1997","47.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1998","46.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","1999","47.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2000","45.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2001","45.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2002","45.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2003","44.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2004","42.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2005","41"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2006","36.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2007","34.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2008","33.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2009","32.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2010","31.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2011","29.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2012","27.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2013","27.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2014","26.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2015","26"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2016","25.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2017","23.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2018","22.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (excluido altos ingresos)","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"América Latina y el Caribe (BIRF y la AIF)","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países menos desarrollados: clasificación de las Naciones Unidas","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1990","82.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1991","83.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1992","83.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1993","83.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1994","82.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1995","82.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1996","81.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1997","81.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1998","81"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","1999","81.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2000","79.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2001","78.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2002","77.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2003","76.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2004","74.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2005","72.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2006","71"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2007","69.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2008","68"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2009","66.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2010","64.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2011","62.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2012","60.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2013","58.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2014","56.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2015","55.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2016","53.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2017","51.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Ingreso mediano y bajo","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1995","92.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1996","92.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1997","92.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","1999","92.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","2000","92.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","2001","92.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","2002","92.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Países de ingreso bajo","2003","92.2"
