Country,Disease,Indicator,Year,Gender,Value
China,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.18 [25.19-42.3]
China,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,31.89 [23.76-41.64]
Colombia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.87 [12.88-21.18]
Colombia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,19.97 [15.61-24.65]
Colombia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.85 [10.13-17.81]
Colombia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.96 [13.71-22.55]
Colombia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.37 [18.26-28.84]
Colombia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,13.46 [9.84-17.3]
Comoros,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,22.46 [19.73-25.06]
Comoros,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.41 [21.31-27.36]
Comoros,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.49 [17.94-22.93]
Comoros,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,53.28 [46.8-59.44]
Comoros,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,59.45 [51.92-66.64]
Comoros,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,47.14 [41.28-52.77]
Congo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.21 [15.72-20.76]
Congo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,16.28 [14.05-18.58]
Congo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.14 [17.22-23.08]
Congo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.9 [35.32-46.63]
Congo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,37.81 [32.62-43.15]
Congo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,43.15 [36.89-49.45]
Costa Rica,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,13 [9.61-16.59]
Costa Rica,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.72 [11.96-19.7]
Costa Rica,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,10.27 [7.12-13.5]
Costa Rica,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.35 [8.39-14.49]
Costa Rica,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.82 [11.27-18.57]
Costa Rica,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.13 [5.63-10.68]
Côte d’Ivoire,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,34.28 [29.86-38.7]
Côte d’Ivoire,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.6 [33.41-43.69]
Côte d’Ivoire,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,29.85 [25.79-33.8]
Côte d’Ivoire,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,83.63 [72.83-94.4]
Côte d’Ivoire,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,86.65 [74.99-98.07]
Côte d’Ivoire,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,80.43 [69.49-91.09]
Croatia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,44.02 [29.22-64.08]
Croatia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,43.24 [30.73-59.85]
Croatia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,44.75 [27.01-68.06]
Croatia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.89 [11.88-26.04]
Croatia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.48 [16.69-32.5]
Croatia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,13 [7.85-19.77]
Cuba,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,34.07 [20.11-62.61]
Cuba,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,36.6 [22.54-65.56]
Cuba,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31.53 [17.51-59.68]
Cuba,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,18.98 [11.2-34.88]
Cuba,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,22.57 [13.9-40.43]
Cuba,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,15.54 [8.63-29.42]
Cyprus,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.95 [12.05-21.9]
Cyprus,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.74 [15.58-25.82]
Cyprus,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.16 [8.36-18.4]
Cyprus,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.77 [7.66-13.92]
Cyprus,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.27 [11.47-19.02]
Cyprus,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.72 [4.27-9.4]
Czechia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,37.53 [25.39-52.3]
Czechia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,39.3 [28.72-52.11]
Czechia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,35.81 [22.29-52.96]
Czechia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.13 [11.59-23.87]
Czechia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,22.7 [16.59-30.1]
Czechia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.45 [7.75-18.41]
Democratic People's Republic of Korea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,49.03 [40.67-56.43]
Democratic People's Republic of Korea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,53.38 [44.27-61.53]
Democratic People's Republic of Korea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,44.82 [35.93-53.64]
Democratic People's Republic of Korea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,44.4 [36.83-51.1]
Democratic People's Republic of Korea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,63.23 [52.43-72.88]
Democratic People's Republic of Korea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,31.86 [25.54-38.14]
Democratic Republic of the Congo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.44 [13.64-17.35]
Democratic Republic of the Congo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.01 [13.34-16.79]
Democratic Republic of the Congo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,15.87 [13.78-17.95]
Democratic Republic of the Congo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.17 [35.47-45.13]
Democratic Republic of the Congo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,39.87 [35.44-44.61]
Democratic Republic of the Congo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,39.61 [34.4-44.79]
Denmark,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.72 [6.39-13.36]
Denmark,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.3 [7.94-14.95]
Denmark,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.15 [4.77-12.07]
Denmark,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.36 [2.87-5.99]
Denmark,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.92 [4.16-7.84]
Denmark,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.94 [1.72-4.36]
Djibouti,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,27.99 [24.18-31.37]
Djibouti,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,31.79 [27.68-35.7]
Djibouti,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,24.16 [20.59-27.23]
Djibouti,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,50.64 [43.76-56.76]
Djibouti,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,58.34 [50.81-65.53]
Djibouti,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,43.27 [36.88-48.77]
Dominican Republic,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,21.42 [16.58-26.4]
Dominican Republic,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.33 [19.11-29.94]
Dominican Republic,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.52 [13.92-23.42]
Dominican Republic,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,24.2 [18.73-29.83]
Dominican Republic,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,28.75 [22.57-35.37]
Dominican Republic,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.88 [14.94-25.13]
Ecuador,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.09 [5.89-10.82]
Ecuador,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.42 [7.11-12.35]
Ecuador,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.75 [4.7-9.3]
Ecuador,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.01 [6.57-12.06]
Ecuador,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.34 [8.55-14.86]
Ecuador,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.9 [4.8-9.5]
Egypt,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,42.25 [35.24-52.88]
Egypt,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,46.07 [38.62-57.73]
Egypt,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.35 [31.68-48.8]
Egypt,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,64.04 [53.41-80.15]
Egypt,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,75.39 [63.21-94.48]
Egypt,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,53.7 [44.35-68.32]
El Salvador,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,21.61 [16.15-27.61]
El Salvador,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.12 [18.45-30.44]
El Salvador,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,19.38 [13.95-25.33]
El Salvador,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,21.56 [16.11-27.55]
El Salvador,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,26.87 [20.55-33.91]
El Salvador,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,17.52 [12.61-22.89]
Equatorial Guinea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.08 [14.68-24.92]
Equatorial Guinea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.4 [15.07-25.39]
Equatorial Guinea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,19.69 [14.23-24.62]
Equatorial Guinea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,49.81 [36.42-61.82]
Equatorial Guinea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,51.86 [38.31-64.55]
Equatorial Guinea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,46.8 [33.81-58.51]
Eritrea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.13 [17.26-22.99]
Eritrea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,22.68 [19.43-26.01]
Eritrea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.58 [14.87-20.18]
Eritrea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,44.73 [38.34-51.08]
Eritrea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,53.1 [45.51-60.91]
Eritrea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,37.09 [31.37-42.58]
Estonia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,43.45 [24.16-71.6]
Estonia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,39.23 [23.62-61.79]
Estonia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,47.16 [23.52-82.68]
Estonia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.6 [9.79-29]
Estonia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.99 [14.45-37.8]
Estonia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.76 [6.36-22.36]
Eswatini,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.86 [12.21-17.53]
Eswatini,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.38 [10.26-14.62]
Eswatini,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.19 [14.04-20.23]
Eswatini,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,37.47 [30.79-44.21]
Eswatini,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,36.32 [30.12-42.91]
Eswatini,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,37.78 [30.86-44.46]
Ethiopia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.38 [17.24-21.63]
Ethiopia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,21.22 [18.8-23.69]
Ethiopia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.55 [15.37-19.72]
Ethiopia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,43.94 [39.08-49.03]
Ethiopia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,49.66 [44.01-55.45]
Ethiopia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,38.74 [33.92-43.52]
Fiji,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,50.94 [36.47-62.7]
Fiji,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,68.6 [48.93-84.4]
Fiji,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,32.69 [22.68-40.76]
Fiji,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,63.81 [45.68-78.54]
Fiji,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,87.75 [62.59-108]
Fiji,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,41.16 [28.55-51.32]
Finland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.44 [6.32-20.04]
Finland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,14.13 [8.35-20.94]
Finland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,10.8 [4.42-19.7]
Finland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.81 [2.45-7.76]
Finland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.89 [4.07-10.21]
Finland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.05 [1.25-5.56]
France,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,10.02 [6.25-14.3]
France,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.86 [7.41-14.52]
France,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.2 [4.94-14.21]
France,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.85 [2.4-5.5]
France,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.38 [3.67-7.19]
France,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.49 [1.34-3.84]
Gabon,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.51 [9.46-17.14]
Gabon,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.31 [8.72-15.28]
Gabon,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.79 [10.18-19.17]
Gabon,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,21.67 [16.38-29.69]
Gabon,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.47 [16.57-29.03]
Gabon,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.38 [15.78-29.72]
Gambia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,24.95 [22-28]
Gambia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,27.72 [24.51-31.29]
Gambia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,22.23 [19.43-24.83]
Gambia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,81.18 [71.57-91.12]
Gambia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,86.39 [76.37-97.51]
Gambia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,76.1 [66.52-84.99]
Georgia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,106.9 [76.03-143.8]
Georgia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,114.4 [85.05-150.5]
Georgia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,100.1 [66.07-139.7]
Georgia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,58.74 [41.76-79]
Georgia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,81.19 [60.38-106.8]
Georgia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,41.39 [27.31-57.75]
Germany,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,24.58 [15.61-34.48]
Germany,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.46 [17.61-33.43]
Germany,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,23.72 [13.24-35.97]
Germany,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.56 [5.44-12.01]
Germany,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.17 [7.73-14.67]
Germany,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.16 [3.44-9.34]
Ghana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,24.66 [21.4-28.1]
Ghana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,18.28 [15.78-20.85]
Ghana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31 [26.87-35.35]
Ghana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,56.48 [49-64.34]
Ghana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,46.32 [39.97-52.83]
Ghana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,64.29 [55.72-73.31]
Greece,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,28.74 [18.21-52.6]
Greece,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,31.51 [21.69-55.33]
Greece,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,26.04 [14.48-50.04]
Greece,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.28 [7.14-20.64]
Greece,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.39 [10.6-27.02]
Greece,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.39 [4.11-14.2]
Grenada,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.43 [14.99-24.28]
Grenada,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.14 [16.09-25.21]
Grenada,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.7 [13.85-24.05]
Grenada,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.73 [16-25.91]
Grenada,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,24.99 [19.95-31.27]
Grenada,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,16.85 [12.49-21.68]
Guatemala,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.31 [11.64-17.17]
Guatemala,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,14.56 [11.82-17.39]
Guatemala,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,14.06 [11.31-17.02]
Guatemala,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,23.3 [18.96-27.97]
Guatemala,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,26.05 [21.14-31.09]
Guatemala,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.04 [16.92-25.46]
Guinea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,26.78 [23.65-29.82]
Guinea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,26.02 [22.85-29.11]
Guinea,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,27.54 [24.1-30.79]
Guinea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,67.51 [59.61-75.19]
Guinea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,67.3 [59.1-75.3]
Guinea,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,67.26 [58.86-75.2]
Guinea-Bissau,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.64 [20.77-26.64]
Guinea-Bissau,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,22.48 [19.76-25.39]
