Country,Disease,Indicator,Year,Gender,Value
Democratic Republic of the Congo,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,63.51 [54.06-70.95]
Denmark,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.58 [1.04-7.31]
Denmark,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.47 [1.01-7.09]
Denmark,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.69 [1.07-7.53]
Denmark,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.41 [0.41-2.88]
Denmark,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.68 [0.49-3.42]
Denmark,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.21 [0.35-2.46]
Djibouti,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,45.96 [38.37-51.84]
Djibouti,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,48 [39.9-54.67]
Djibouti,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,43.9 [36.97-49.24]
Djibouti,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,64.43 [53.78-72.67]
Djibouti,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,69.99 [58.18-79.71]
Djibouti,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,59.46 [50.08-66.69]
Dominican Republic,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.03 [3-7.35]
Dominican Republic,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.45 [3.25-7.95]
Dominican Republic,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.61 [2.75-6.71]
Dominican Republic,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.14 [3.07-7.52]
Dominican Republic,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.71 [3.41-8.34]
Dominican Republic,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.57 [2.73-6.66]
Ecuador,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.02 [2.87-9.77]
Ecuador,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.04 [2.9-9.63]
Ecuador,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.01 [2.86-9.92]
Ecuador,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.36 [3.03-10.32]
Ecuador,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.9 [3.32-11.02]
Ecuador,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.86 [2.79-9.67]
Egypt,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.65 [7.5-12.39]
Egypt,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.48 [8.94-14.69]
Egypt,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.78 [6.03-10]
Egypt,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.7 [9.09-15.02]
Egypt,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.47 [12.04-19.79]
Egypt,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.62 [6.68-11.09]
El Salvador,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,10.85 [7.28-14.56]
El Salvador,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.48 [8.43-16.78]
El Salvador,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.4 [6.32-12.6]
El Salvador,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.6 [7.11-14.22]
El Salvador,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.13 [8.86-17.65]
El Salvador,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.57 [5.76-11.48]
Equatorial Guinea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,59.4 [43.42-72.65]
Equatorial Guinea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,58.6 [42.89-72.02]
Equatorial Guinea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,60.39 [43.94-73.51]
Equatorial Guinea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,79.23 [57.92-96.91]
Equatorial Guinea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,82.62 [60.47-101.5]
Equatorial Guinea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,76.51 [55.68-93.14]
Eritrea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,46.92 [39.09-53.48]
Eritrea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,52.3 [43.44-59.97]
Eritrea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,41.52 [34.49-47.14]
Eritrea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,67.94 [56.6-77.44]
Eritrea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,81.67 [67.83-93.65]
Eritrea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,56.1 [46.6-63.69]
Estonia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.63 [0.54-5.92]
Estonia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.37 [0.72-7.51]
Estonia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.97 [0.39-4.48]
Estonia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.25 [0.26-2.82]
Estonia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.15 [0.46-4.78]
Estonia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.68 [0.13-1.54]
Eswatini,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,33.25 [26.31-39.77]
Eswatini,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,35.4 [27.89-42.6]
Eswatini,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31.23 [24.84-37.19]
Eswatini,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,46.73 [36.97-55.89]
Eswatini,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,56.43 [44.46-67.91]
Eswatini,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,40.29 [32.04-47.98]
Ethiopia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,42.77 [36.31-47.84]
Ethiopia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,46.9 [39.65-52.8]
Ethiopia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.65 [32.87-42.97]
Ethiopia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,56.45 [47.92-63.14]
Ethiopia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,63.44 [53.63-71.43]
Ethiopia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,50.01 [42.54-55.61]
Fiji,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.01 [8.08-15.25]
Fiji,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.12 [8.85-16.78]
Fiji,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,10.85 [7.32-13.7]
Fiji,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,15.48 [10.41-19.66]
Fiji,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.8 [12.01-22.76]
Fiji,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,13.33 [8.99-16.82]
Finland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.22 [0.016-0.67]
Finland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.22 [0.016-0.66]
Finland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.22 [0.016-0.67]
Finland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.087 [0.006-0.26]
Finland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.11 [0.008-0.33]
Finland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.069 [0.005-0.21]
France,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.08 [1.06-5.87]
France,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.8 [0.96-5.34]
France,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.35 [1.15-6.38]
France,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.97 [0.33-1.84]
France,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.15 [0.4-2.2]
France,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.82 [0.28-1.57]
Gabon,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.88 [16.92-33.42]
Gabon,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.25 [17.18-34.22]
Gabon,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,23.5 [16.66-32.67]
Gabon,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.6 [21.68-42.83]
Gabon,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.86 [23.98-47.77]
Gabon,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,27.93 [19.8-38.84]
Gambia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,51.85 [44.05-58.18]
Gambia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,57.63 [48.61-65.04]
Gambia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,46.19 [39.32-51.72]
Gambia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,93.3 [79.27-104.7]
Gambia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,107.6 [90.78-121.5]
Gambia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,78.96 [67.21-88.41]
Georgia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.01 [3.19-6.91]
Georgia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.79 [3.7-8.06]
Georgia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.29 [2.73-5.91]
Georgia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.34 [2.13-4.6]
Georgia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.54 [2.9-6.31]
Georgia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.43 [1.55-3.35]
Germany,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.17 [1.09-6.03]
Germany,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.25 [1.12-6.19]
Germany,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.09 [1.06-5.88]
Germany,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.03 [0.35-1.97]
Germany,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.32 [0.45-2.51]
Germany,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.81 [0.28-1.55]
Ghana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,47.95 [40.2-54.89]
Ghana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,56.99 [47.41-65.6]
Ghana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.98 [32.6-44.36]
Ghana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,84.13 [70.53-96.32]
Ghana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,112.6 [93.7-129.6]
Ghana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,61.68 [51.58-70.18]
Greece,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.42 [5.01-26.79]
Greece,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.79 [4.34-22.37]
Greece,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13 [5.65-31.33]
Greece,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.37 [1.48-7.91]
Greece,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.53 [1.57-8.07]
Greece,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.21 [1.4-7.74]
Grenada,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.73 [7.05-17.35]
Grenada,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.06 [5.43-13.46]
Grenada,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,14.43 [8.64-21.36]
Grenada,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.28 [6.78-16.68]
Grenada,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.94 [6.56-16.24]
Grenada,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,10.8 [6.47-16]
Guatemala,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,22.58 [18.27-26.43]
Guatemala,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,23.43 [18.89-27.65]
Guatemala,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.76 [17.67-25.32]
Guatemala,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.31 [24.53-35.47]
Guatemala,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.67 [27.15-39.74]
Guatemala,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,27.57 [22.39-32.08]
Guinea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,71.41 [60.68-80.04]
Guinea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,76 [64.28-85.6]
Guinea,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,66.79 [56.86-74.7]
Guinea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,104.4 [88.74-117.1]
Guinea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,118.4 [100.2-133.4]
Guinea,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,91.95 [78.28-102.8]
Guinea-Bissau,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,61.14 [51.82-68.43]
Guinea-Bissau,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,65.55 [55.31-73.56]
Guinea-Bissau,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,56.87 [48.45-63.43]
Guinea-Bissau,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,85.72 [72.65-95.95]
Guinea-Bissau,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,98.05 [82.73-110]
Guinea-Bissau,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,75.81 [64.59-84.55]
Guyana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.77 [9.28-16.43]
Guyana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.98 [9.42-16.83]
Guyana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,12.55 [9.07-16.03]
Guyana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,18.66 [13.56-24.01]
Guyana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.59 [14.21-25.4]
Guyana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,17.61 [12.73-22.49]
Haiti,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,39.01 [32.94-44.01]
Haiti,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,43.03 [36.28-48.66]
Haiti,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,35.08 [29.73-39.45]
Haiti,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,43.11 [36.41-48.64]
Haiti,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,49.01 [41.33-55.43]
Haiti,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,37.82 [32.05-42.53]
Honduras,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.4 [3.45-5.37]
Honduras,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.36 [4.13-6.59]
Honduras,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.44 [2.7-4.2]
Honduras,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.14 [4.03-6.28]
Honduras,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.86 [5.29-8.43]
Honduras,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.68 [2.9-4.5]
Hungary,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.86 [0.84-3.1]
Hungary,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.95 [0.87-3.24]
Hungary,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.79 [0.8-2.98]
Hungary,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.92 [0.41-1.53]
Hungary,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.27 [0.57-2.12]
Hungary,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.68 [0.31-1.14]
Iceland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.05 [0.15-2.75]
Iceland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.88 [0.12-2.3]
Iceland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.22 [0.17-3.19]
Iceland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.47 [0.066-1.23]
Iceland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.47 [0.066-1.23]
Iceland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.46 [0.066-1.22]
India,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,29.86 [23.84-34.85]
India,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.15 [20-29.56]
India,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,34.94 [28.13-40.64]
India,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.14 [32.05-46.84]
India,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,36.15 [28.75-42.5]
India,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,43.86 [35.31-51.01]
Indonesia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.29 [6.15-10.46]
Indonesia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.71 [6.47-11.05]
Indonesia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.86 [5.92-9.89]
Indonesia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.68 [7.92-13.48]
Indonesia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.18 [9.05-15.46]
Indonesia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.47 [7.13-11.92]
Iran (Islamic Republic of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.56 [2.61-4.62]
Iran (Islamic Republic of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.92 [2.87-5.1]
Iran (Islamic Republic of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.2 [2.34-4.17]
Iran (Islamic Republic of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.86 [3.56-6.31]
Iran (Islamic Republic of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.22 [3.83-6.79]
Iran (Islamic Republic of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.46 [3.27-5.82]
Iraq,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.31 [5.71-9.14]
Iraq,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.26 [7.24-11.56]
Iraq,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.31 [4.15-6.65]
Iraq,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.88 [5.38-8.6]
Iraq,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.76 [6.85-10.94]
Iraq,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.17 [4.04-6.47]
Ireland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.84 [0.37-4.28]
Ireland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.65 [0.33-3.85]
Ireland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.01 [0.4-4.69]
Ireland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.01 [0.2-2.34]
Ireland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.08 [0.22-2.52]
Ireland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.94 [0.19-2.2]
Israel,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.09 [2.67-7.92]
Israel,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.18 [2.72-8.06]
Israel,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.01 [2.62-7.78]
Israel,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.13 [1.64-4.87]
Israel,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.89 [2.04-6.04]
Israel,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.54 [1.33-3.95]
Italy,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.53 [1.68-5.79]
Italy,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.34 [1.59-5.49]
