Country,Indicator,Year,Gender,Value
Cuba,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.19 [2.2-16.43]
Cuba,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.12 [2.94-20.83]
Cuba,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.48 [1.56-12.68]
Cyprus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.16 [1.65-5.03]
Cyprus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.19 [2.72-8.28]
Cyprus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.12 [0.58-1.78]
Cyprus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.11 [1.11-3.37]
Cyprus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.74 [1.96-5.97]
Cyprus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.7 [0.37-1.12]
Czechia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.93 [3.01-11.13]
Czechia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.01 [4.06-14.53]
Czechia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.92 [1.92-7.94]
Czechia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.97 [1.5-5.57]
Czechia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.5 [2.28-8.16]
Czechia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.78 [0.87-3.62]
Democratic People's Republic of Korea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,30.85 [23.76-36.81]
Democratic People's Republic of Korea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,31.77 [23.42-39.18]
Democratic People's Republic of Korea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,29.97 [23.21-34.96]
Democratic People's Republic of Korea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,26.49 [20.4-31.61]
Democratic People's Republic of Korea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,32.97 [24.32-40.67]
Democratic People's Republic of Korea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.45 [16.61-25.02]
Democratic Republic of the Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.33 [0.26-0.38]
Democratic Republic of the Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.36 [0.27-0.43]
Democratic Republic of the Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.3 [0.24-0.34]
Democratic Republic of the Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.76 [0.61-0.9]
Democratic Republic of the Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.94 [0.72-1.13]
Democratic Republic of the Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.63 [0.52-0.73]
Denmark,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.17 [1.87-7.3]
Denmark,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.38 [1.97-7.68]
Denmark,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.95 [1.78-6.93]
Denmark,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.99 [0.89-3.48]
Denmark,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.24 [1.01-3.93]
Denmark,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.79 [0.8-3.13]
Djibouti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.13 [0.89-1.32]
Djibouti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.04 [0.77-1.26]
Djibouti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.22 [0.97-1.41]
Djibouti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.87 [1.48-2.2]
Djibouti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.8 [1.34-2.18]
Djibouti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.95 [1.55-2.25]
Dominican Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.88 [1.01-2.94]
Dominican Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.09 [1.11-3.32]
Dominican Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.68 [0.89-2.59]
Dominican Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.17 [1.16-3.38]
Dominican Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.52 [1.34-4.01]
Dominican Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.85 [0.98-2.85]
Ecuador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.77 [0.35-1.43]
Ecuador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.82 [0.38-1.47]
Ecuador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.72 [0.32-1.38]
Ecuador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.88 [0.4-1.63]
Ecuador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.01 [0.46-1.82]
Ecuador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.77 [0.35-1.48]
Egypt,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.65 [1.12-2.27]
Egypt,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.35 [1.6-3.2]
Egypt,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.94 [0.63-1.36]
Egypt,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.42 [1.64-3.32]
Egypt,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.81 [2.59-5.18]
Egypt,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.26 [0.85-1.82]
El Salvador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.41 [0.79-2.13]
El Salvador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.48 [0.84-2.28]
El Salvador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.34 [0.76-2.02]
El Salvador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.44 [0.81-2.18]
El Salvador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.66 [0.94-2.56]
El Salvador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.28 [0.72-1.92]
Equatorial Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.04 [0.68-1.36]
Equatorial Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.29 [0.83-1.72]
Equatorial Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.74 [0.49-0.94]
Equatorial Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.33 [1.52-3.04]
Equatorial Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.14 [2.01-4.19]
Equatorial Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.5 [1.01-1.91]
Eritrea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.76 [0.6-0.91]
Eritrea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.7 [0.52-0.86]
Eritrea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.82 [0.66-0.97]
Eritrea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.56 [1.23-1.86]
Eritrea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.49 [1.11-1.83]
Eritrea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.62 [1.29-1.91]
Estonia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.99 [1.21-12.66]
Estonia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.48 [1.86-19.1]
Estonia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.81 [0.61-7.3]
Estonia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.43 [0.59-6.16]
Estonia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.58 [1.14-11.69]
Estonia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.14 [0.25-2.97]
Eswatini,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.68 [0.49-0.87]
Eswatini,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.89 [0.61-1.17]
Eswatini,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.48 [0.36-0.6]
Eswatini,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.57 [1.13-2]
Eswatini,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.6 [1.76-3.4]
Eswatini,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.91 [0.67-1.14]
Ethiopia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.98 [0.78-1.14]
Ethiopia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.86 [0.65-1.04]
Ethiopia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.1 [0.89-1.26]
Ethiopia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2 [1.6-2.33]
Ethiopia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.86 [1.41-2.25]
Ethiopia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.13 [1.74-2.44]
Fiji,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.9 [1.15-2.55]
Fiji,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.3 [1.33-3.14]
Fiji,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.5 [0.94-1.97]
Fiji,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.35 [1.42-3.15]
Fiji,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.1 [1.79-4.22]
Fiji,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.72 [1.08-2.27]
Finland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.94 [0.19-2.24]
Finland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.26 [0.25-3]
Finland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.63 [0.13-1.51]
Finland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.41 [0.082-0.99]
Finland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.61 [0.12-1.46]
Finland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.26 [0.052-0.62]
France,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.71 [1.76-6.28]
France,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.47 [2.6-9.26]
France,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.01 [0.95-3.4]
France,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.96 [0.93-3.31]
France,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.05 [1.45-5.16]
France,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.02 [0.48-1.73]
Gabon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.11 [0.66-1.71]
Gabon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.42 [0.83-2.15]
Gabon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.79 [0.47-1.21]
Gabon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.9 [1.13-2.91]
Gabon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.57 [1.5-3.9]
Gabon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.31 [0.78-1.99]
Gambia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.52 [0.41-0.62]
Gambia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.74 [0.56-0.9]
Gambia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.31 [0.25-0.36]
Gambia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.47 [1.14-1.74]
Gambia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2 [1.51-2.43]
Gambia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.94 [0.77-1.09]
Georgia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.76 [3.7-10.2]
Georgia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.24 [6.12-17.07]
Georgia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.66 [1.44-4]
Georgia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.29 [2.35-6.48]
Georgia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.14 [4.43-12.37]
Georgia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.51 [0.81-2.26]
Germany,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.08 [1.94-6.91]
Germany,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.47 [2.6-9.25]
Germany,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.74 [1.3-4.64]
Germany,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.83 [0.87-3.09]
Germany,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.59 [1.23-4.37]
Germany,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.19 [0.57-2.02]
Ghana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.65 [0.49-0.8]
Ghana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.01 [0.74-1.25]
Ghana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.31 [0.24-0.36]
Ghana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.28 [0.97-1.56]
Ghana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.06 [1.51-2.56]
Ghana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.57 [0.45-0.67]
Greece,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.43 [3.95-27.37]
Greece,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.14 [6.41-42.92]
Greece,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.89 [1.55-12.06]
Greece,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.45 [1.87-12.92]
Greece,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.62 [3.23-21.61]
Greece,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.75 [0.7-5.43]
Grenada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.96 [1.06-3.24]
Grenada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.35 [1.29-3.87]
Grenada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.57 [0.84-2.62]
Grenada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.13 [1.15-3.52]
Grenada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.97 [1.63-4.89]
Grenada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.49 [0.8-2.5]
Guatemala,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.02 [0.75-1.26]
Guatemala,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.07 [0.74-1.37]
Guatemala,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.97 [0.73-1.18]
Guatemala,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.72 [1.27-2.14]
Guatemala,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.99 [1.38-2.56]
Guatemala,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.51 [1.14-1.84]
Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.42 [0.34-0.5]
Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.49 [0.37-0.6]
Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.35 [0.29-0.4]
Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.8 [0.63-0.94]
Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.94 [0.71-1.15]
Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.66 [0.54-0.76]
Guinea-Bissau,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.56 [0.44-0.65]
Guinea-Bissau,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.58 [0.44-0.7]
Guinea-Bissau,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.53 [0.43-0.61]
Guinea-Bissau,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.28 [1.01-1.5]
Guinea-Bissau,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.44 [1.09-1.75]
Guinea-Bissau,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.14 [0.93-1.3]
Guyana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.02 [0.61-1.43]
Guyana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.12 [0.66-1.64]
Guyana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.91 [0.56-1.26]
Guyana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.46 [0.88-2.05]
Guyana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.79 [1.06-2.62]
Guyana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.19 [0.73-1.64]
Haiti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.59 [2.07-3.05]
Haiti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.24 [1.67-2.74]
Haiti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.94 [2.39-3.39]
Haiti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.22 [3.38-4.97]
Haiti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.1 [3.07-5.02]
Haiti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.39 [3.57-5.07]
Honduras,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.52 [1.1-1.96]
Honduras,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.64 [1.11-2.19]
Honduras,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.4 [1.03-1.77]
Honduras,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.53 [1.84-3.26]
Honduras,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.01 [2.05-4.02]
Honduras,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.13 [1.57-2.7]
Hungary,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.64 [4.44-13.95]
Hungary,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.35 [5.83-18.32]
Hungary,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.19 [3.18-9.99]
Hungary,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.57 [2.35-7.37]
Hungary,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.88 [3.53-11.1]
Hungary,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.95 [1.52-4.76]
Iceland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.24 [0.35-2.6]
Iceland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.11 [0.31-2.32]
Iceland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.38 [0.39-2.89]
Iceland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.75 [0.21-1.56]
Iceland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.7 [0.2-1.47]
Iceland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.79 [0.22-1.66]
India,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.77 [2.84-4.57]
India,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.22 [3.84-6.4]
India,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.22 [1.72-2.64]
India,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.69 [3.53-5.67]
India,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.88 [5.06-8.44]
India,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.6 [2.01-3.09]
Indonesia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.61 [2.94-6.24]
Indonesia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.22 [3.88-8.67]
Indonesia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.98 [1.97-3.94]
Indonesia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.23 [3.97-8.44]
Indonesia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.31 [5.81-12.97]
Indonesia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.7 [2.44-4.88]
Iran (Islamic Republic of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.24 [0.76-1.8]
Iran (Islamic Republic of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.69 [1.03-2.42]
Iran (Islamic Republic of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.79 [0.48-1.16]
Iran (Islamic Republic of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.72 [1.05-2.49]
Iran (Islamic Republic of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.31 [1.41-3.31]
Iran (Islamic Republic of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.09 [0.66-1.6]
Iraq,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.78 [1.18-2.41]
Iraq,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.62 [1.74-3.52]
Iraq,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.92 [0.6-1.26]
Iraq,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.15 [2.74-5.61]
Iraq,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.82 [4.52-9.16]
Iraq,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [1.26-2.65]
Ireland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.83 [0.72-3.42]
Ireland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.08 [0.82-3.9]
Ireland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.57 [0.62-2.94]
Ireland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.16 [0.46-2.16]
Ireland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.41 [0.56-2.65]
Ireland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.94 [0.37-1.76]
Israel,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.94 [1.57-4.6]
Israel,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4 [2.14-6.26]
Israel,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.9 [1.01-2.97]
Israel,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.29 [1.22-3.58]
Israel,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.46 [1.85-5.42]
Israel,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.3 [0.7-2.04]
Italy,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.53 [2.87-8.87]
Italy,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.21 [4.26-13.17]
Italy,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.99 [1.55-4.79]
Italy,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.2 [1.14-3.53]
Italy,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.52 [1.82-5.64]
Italy,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.15 [0.6-1.85]
Jamaica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.71 [1.31-4.45]
Jamaica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.19 [2.01-6.97]
Jamaica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.23 [0.59-2.07]
Jamaica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.41 [1.17-3.96]
Jamaica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.92 [1.87-6.51]
Jamaica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.03 [0.5-1.73]
Japan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.23 [1.97-7.19]
